,r,theta,x,y
77,3.0,0.6613879270715354,2.3674215281891806,1.8426381380690033
78,4.0,0.6283185307179586,3.23606797749979,2.3511410091698925
79,5.0,0.6080501910173793,4.103817206036381,2.8563410754739618
80,5.0,0.5067084925144828,4.37173308072291,2.4265098126554054
81,4.0,0.5026548245743669,3.5052267201754543,1.9270146964068613
82,3.0,0.4960409453036515,2.6384212536194673,1.4278421791112206
83,2.0,0.48332194670612205,1.7709120513064198,0.9294463440875371
84,1.0,0.4487989505128276,0.9009688679024191,0.4338837391175581
85,5.0,0.4053667940115862,4.594789058101153,1.9717792755665928
86,4.0,0.37699111843077515,3.719105943553006,1.4724982107387117
87,3.0,0.3306939635357677,2.837451725101904,0.9740984076140504
88,5.0,0.30402509550868967,4.7706962820002445,1.4968156148667897
89,4.0,0.25132741228718347,3.8743326445145243,0.9947595486594192
90,2.0,0.24166097335306103,1.941883634852104,0.47863132857511553
91,5.0,0.2026833970057931,4.897649706262472,1.0064926004433004
92,3.0,0.16534698176788384,2.959083910208167,0.4937837708422017
93,4.0,0.12566370614359174,3.9684588052579115,0.501332934257217
94,5.0,0.10134169850289655,4.974346616959476,0.5058416099371609
95,5.0,0.0,5.0,0.0
96,4.0,0.0,4.0,0.0
97,3.0,0.0,3.0,0.0
98,2.0,0.0,2.0,0.0
99,1.0,0.0,1.0,0.0
